contigName	contigLen	totalAvgDepth	sorted_for_coverage.bam	sorted_for_coverage.bam-var
k141_4813	10226	39.0023	39.0023	579.65
k141_8704	1242	14.098	14.098	69.8445
k141_2100	5910	233.627	233.627	44170.3
k141_9159	30462	297.945	297.945	180173
k141_2539	3549	143.407	143.408	24088.1
k141_5738	37274	41.5524	41.5524	2682.31
k141_937	22826	94.5231	94.5231	50315.5
k141_9160	1197	3.21968	3.21968	3.81593
k141_4814	2050	58.8379	58.8379	608.471
k141_5280	1733	525.81	525.81	35652.2
k141_2541	1296	2.14747	2.14747	4.15903
k141_8249	12222	49.0244	49.0244	1517.97
k141_4598	1120	10.966	10.966	53.6159
k141_10984	1607	140.583	140.583	806.499
k141_8708	1563	2.36377	2.36377	3.62537
k141_4815	1394	7.4172	7.4172	23.6142
k141_707	2817	25.0244	25.0244	69.5678
k141_2307	1991	114.808	114.808	8953.02
k141_12329	163474	55.7272	55.7272	6017.6
k141_7136	6278	101.733	101.733	11355.5
k141_4364	19627	53.3056	53.3056	1693.15
k141_12569	27935	130.23	130.23	23150.7
k141_4601	1405	3.66932	3.66932	3.76057
k141_7137	1057	3.33297	3.33297	9.72781
k141_4151	13803	38.7789	38.7789	846.414
k141_2308	1371	2.25307	2.25307	2.16948
k141_2545	2260	3.62322	3.6237	6.38371
k141_5740	1304	35.2582	35.2582	1317.55
k141_7810	29909	85.2922	85.2922	22375.7
k141_7811	1146	603.128	603.128	29541.3
k141_7139	3628	63.2108	63.2108	2851.73
k141_7812	2459	90.9264	90.9264	5184.97
k141_2996	14176	45.8916	45.8916	1467.18
k141_7141	1140	3.80303	3.80303	4.80139
k141_708	1062	3.44956	3.44956	24.4562
k141_10987	1204	1.16319	1.16319	1.20032
k141_2546	7012	168.352	168.352	9469.5
k141_2755	93417	87.8041	87.8041	12436.3
k141_12570	7725	40.5034	40.5034	479.981
k141_3910	90109	87.5673	87.5673	16594.7
k141_10520	22619	49.8851	49.8851	2753.32
k141_10991	1282	1.56979	1.56979	1.02342
k141_2547	1294	1.30157	1.30157	1.78911
k141_11207	14285	62.1015	62.1015	6186.55
k141_11656	13293	203.763	203.763	74280.1
k141_10522	1297	58.2337	58.2337	624.282
k141_11209	1137	3.10334	3.10334	3.59176
k141_4602	11176	38.2574	38.2574	898.124
k141_6171	171302	71.4022	71.4022	7233.58
k141_8712	1354	116.007	116.007	2783.74
k141_7814	1107	5.7722	5.7722	25.2576
k141_11659	1032	7.17687	7.17687	29.4737
k141_5952	35243	72.6996	72.6996	7086.76
k141_11660	1342	13.4614	13.4622	186.663
k141_13964	45984	70.0138	70.0138	6250.26
k141_4603	2352	4.38102	4.38147	4.88678
k141_4604	1339	6.09588	6.09588	29.927
k141_8251	16920	52.3044	52.3044	1351.33
k141_2756	7381	37.5279	37.5279	489.91
k141_86	81431	187.508	187.508	38539
k141_3441	66963	64.8983	64.8983	2810.43
k141_263	23949	96.3235	96.3235	11661.8
k141_8713	7099	44.2416	44.2416	949.747
k141_90	1567	5.61186	5.61186	13.6133
k141_9618	58324	105.236	105.236	11990.4
k141_8714	1016	3547.87	3547.87	2.78868e+07
k141_12799	51520	56.3962	56.3962	2551.92
k141_3446	1154	1.42829	1.42829	1.00681
k141_8932	34238	119.953	119.953	15849.2
k141_11662	1055	2.25304	2.25304	1.53879
k141_8715	1796	32.9471	32.9471	257.831
k141_4817	22083	56.8339	56.8339	2367.23
k141_12802	1752	3.63546	3.63546	4.27928
k141_1164	72444	109.379	109.379	12874.3
k141_4819	1361	5.15277	5.15277	12.2866
k141_12803	1404	6.27352	6.27352	24.5134
k141_94	3307	50.2635	50.2635	1660.04
k141_2550	15424	40.3035	40.3035	559.535
k141_4821	1093	3.70201	3.70201	5.86335
k141_11668	1647	32.68	32.68	164.175
k141_9383	36896	68.9151	68.9151	6261.75
k141_3218	25939	61.2498	61.2498	3791.72
k141_13715	23086	53.8709	53.8709	2534.3
k141_10050	141380	98.6473	98.6473	8738.78
k141_2102	29201	48.2142	48.2142	3577.29
k141_8936	3844	102.977	102.977	849.61
k141_2551	2382	2.1819	2.1819	3.09919
k141_1169	2262	33.5161	33.5161	178.3
k141_3220	1139	3.18301	3.18301	3.87639
k141_101	1307	2.36819	2.36819	3.42489
k141_1170	1896	296.198	296.198	286585
k141_6173	5843	30.3996	30.3996	167.201
k141_709	24108	51.951	51.951	6362.59
k141_9385	4135	39.7066	39.7066	350.428
k141_12805	6843	57.795	57.795	5126.25
k141_3222	2952	41.2627	41.2627	894.282
k141_2107	3063	41.3625	41.3625	1096.6
k141_10051	6445	94.2882	94.2882	8609.05
k141_3224	1026	1.31963	1.31963	1.69657
k141_10996	1847	37.482	37.482	620.132
k141_11672	1975	2.65863	2.65863	3.17891
k141_13032	77701	4.6861	4.6861	19.8466
k141_8937	6472	40.9994	40.9994	937.015
k141_5502	171139	61.5608	61.5608	5465.47
k141_1636	101265	85.0015	85.0015	8827.29
k141_9387	4137	37.5247	37.5247	756.879
k141_13034	1467	2.04252	2.04252	5.90703
k141_5503	1077	1.93312	1.93312	2.90483
k141_2552	8726	90.6576	90.6576	9430.79
k141_1853	143571	82.7777	82.7777	13707.3
k141_10734	44366	75.0967	75.0967	10763.7
k141_6882	104938	45.564	45.564	3339.4
k141_710	7858	117.935	117.935	21022.8
k141_8031	51830	166.562	166.562	32042.9
k141_13264	53662	44.1334	44.1334	3806.78
k141_1642	1614	42.2992	42.2992	1102.53
k141_8938	5264	86.4537	86.4537	4547.25
k141_3225	6225	166.437	166.437	24734.3
k141_2758	22243	62.9755	62.9755	8748.94
k141_13265	1055	3.3768	3.3768	7.19303
k141_5505	3097	306.86	306.86	20836
k141_6884	1449	4.19092	4.19092	9.19154
k141_1854	3159	532.764	532.764	246749
k141_4824	1530	1.68188	1.68188	3.83558
k141_11213	22766	293.728	293.728	196763
k141_496	36328	71.9052	71.9052	4538.37
k141_7816	29086	130.037	130.037	12233.4
k141_6174	4025	29.1425	29.1425	359.296
k141_14159	142613	75.6462	75.6462	7193.89
k141_8477	134496	63.2449	63.2449	4124.38
k141_13717	9391	88.6021	88.6021	15626.8
k141_12572	30458	111.599	111.599	19414.1
k141_8032	1184	8.57834	8.57834	59.5817
k141_11214	1200	2.68762	2.68762	2.01289
k141_112	1417	4.73717	4.73717	11.4182
k141_14160	1133	172.485	172.485	32363.8
k141_7142	34780	54.6507	54.6507	3986.06
k141_3449	21885	219.722	219.722	37433.8
k141_5509	1679	2.70961	2.70961	3.92739
k141_13035	8409	53.8028	53.8028	2717.93
k141_5510	1145	4.1799	4.1799	9.19592
k141_2553	4761	34.4487	34.4487	481.18
k141_5955	1869	1.30366	1.30366	1.94032
k141_13037	1226	6.94517	6.94517	16.437
k141_113	1207	4.14853	4.14853	27.0018
k141_9825	196515	72.9255	72.9255	10792.2
k141_14161	1496	228.461	228.461	15081
k141_6178	4498	98.1451	98.1451	3942.44
k141_498	1043	1.66069	1.66069	1.26927
k141_1175	1499	83.1772	83.1772	3456.92
k141_12575	6277	93.6839	93.6839	8069.02
k141_13040	1021	126.078	126.078	2873.52
k141_5284	49775	59.804	59.804	5600.18
k141_6630	95156	45.1041	45.1041	4844.63
k141_11007	5163	182.396	182.396	23992.2
k141_4827	3109	137.772	137.772	1781.77
k141_8942	1202	21.5884	21.5884	136.387
k141_13041	1974	658.505	658.505	2.273e+06
k141_6632	1319	2.96236	2.96236	5.60138
k141_4828	1186	100.518	100.518	2011.38
k141_9827	6545	40.8396	40.8396	2566.14
k141_12334	53031	269.894	269.894	145945
k141_1856	3697	102.406	102.406	10514.7
k141_6633	5199	27.3026	27.3026	118.008
k141_1176	7984	33.4224	33.4224	354.821
k141_1177	1124	186.556	186.556	2560.89
k141_4152	53388	46.3645	46.3645	3423.71
k141_2556	2660	234.339	234.339	137243
k141_10735	20097	44.0298	44.0298	2763.91
k141_7146	1752	86.7772	86.7772	702.382
k141_1178	2551	172.373	172.373	17713.3
k141_10736	1304	4.01213	4.01213	22.4718
k141_2557	2548	4.01293	4.01293	10.2941
k141_11216	3408	209.377	209.377	57121.3
k141_2997	56043	110.292	110.292	11659.3
k141_11217	1406	3.99682	3.99682	6.43663
k141_5957	17201	42.6154	42.6154	1623.9
k141_4153	5248	40.9682	40.9682	495.544
k141_711	20277	49.9271	49.9271	4589.63
k141_11673	28181	72.0838	72.0838	10397.8
k141_9829	9481	153.37	153.37	50617.8
k141_9388	28908	26.2067	26.2067	635.53
k141_11219	1102	8.65021	8.65021	32.2698
k141_4154	1287	5.73615	5.73615	20.3228
k141_5742	62539	121.011	121.011	65445.6
k141_11675	1095	2.44868	2.44868	6.14172
k141_11220	1005	15.0175	15.0175	45.8695
k141_14162	17887	33.256	33.256	1290.7
k141_8945	14993	63.9098	63.9098	7564.65
k141_502	1417	59.2589	59.2589	428.047
k141_11221	1247	5.19508	5.19508	27.9273
k141_2558	6180	128.794	128.794	4660.38
k141_6885	26626	42.7969	42.7969	1970.68
k141_1647	23926	44.4376	44.4376	4637.22
k141_11678	1043	124.576	124.576	4257.19
k141_8034	23886	36.3376	36.3376	2264.03
k141_6886	1328	2.46774	2.46774	2.80992
k141_12336	13393	205.236	205.236	158804
k141_3911	60661	50.1649	50.1649	3932.16
k141_8948	3006	4.17437	4.17437	30.9445
k141_8035	2136	556.826	556.826	51734.3
k141_7817	29424	32.2712	32.2712	660.847
k141_12119	106136	132.75	132.75	83583.7
k141_13718	28361	287.915	287.915	110924
k141_712	7088	79.9569	79.9569	16957.2
k141_8949	1942	3.07478	3.07478	4.9157
k141_3226	31842	83.1549	83.1549	4433.8
k141_8950	1704	6.59395	6.59395	45.3295
k141_13719	1921	53.2846	53.2846	1252.98
k141_7818	3611	35.5582	35.5582	114.924
k141_2108	39230	105.994	105.994	33115.3
k141_715	1525	9.20073	9.20073	31.1287
k141_13720	1739	2.92826	2.92826	5.00242
k141_9619	56552	71.2236	71.2236	5468.97
k141_2563	1185	2.78068	2.78068	5.74781
k141_13266	34291	56.9554	56.9554	2985.91
k141_3227	2900	38.2211	38.2211	275.402
k141_13722	1611	10.0691	10.0691	189.694
k141_264	55773	191.688	191.688	32664.4
k141_2998	16088	30.2194	30.2194	708.722
k141_13965	64810	201.76	201.76	29779.2
k141_9624	1068	8.20479	8.20479	32.0017
k141_13723	1496	6.34398	6.34398	45.9911
k141_5959	1332	5.0423	5.0423	17.2057
k141_10523	69144	52.2674	52.2674	5482.74
k141_11011	4314	55.1892	55.1892	1715.74
k141_116	10891	38.0282	38.0282	746.981
k141_13267	2949	113.702	113.702	12748.1
k141_5960	1070	6.58152	6.58152	32.3722
k141_13469	183623	77.1068	77.1068	8189.65
k141_10524	1339	5.98907	5.98991	17.4325
k141_118	1109	2.98957	2.98957	2.55938
k141_13269	1244	4.8702	4.8702	9.05171
k141_9832	3026	7.5452	7.5452	36.5854
k141_2309	69174	82.1217	82.1217	9001.56
k141_2566	3613	96.6194	96.6194	8757.62
k141_13966	3035	61.7598	61.7598	1309.55
k141_12338	11718	98.7523	98.7523	5234.4
k141_9627	3797	83.1873	83.1873	12692.2
k141_4155	17545	29.8112	29.8112	502.311
k141_119	3333	67.6296	67.6296	7443.29
k141_9836	1184	32.1509	32.1509	79.1816
k141_3230	7959	217.33	217.33	66716.4
k141_9838	1212	1.93785	1.93785	1.0706
k141_9633	1041	4.25926	4.25926	13.5003
k141_13726	5987	47.8458	47.8458	3761.7
k141_12343	3087	38.4784	38.4784	328.156
k141_2759	45071	44.6655	44.6655	1678.38
k141_8951	14166	93.1271	93.1271	9562.54
k141_124	1489	3.93652	3.93652	9.99212
k141_265	10091	61.0119	61.0119	5037.69
k141_10527	6298	187.566	187.566	43569.9
k141_3232	1781	1.8737	1.8737	3.21594
k141_9637	1346	9.25836	9.25836	128.412
k141_717	14294	118.436	118.436	15681.8
k141_8478	44456	57.0634	57.0634	3946.47
k141_266	1782	1104.2	1104.2	1.08706e+07
k141_13731	1768	6.49011	6.49011	33.2872
k141_5513	44253	116.638	116.638	28992
k141_9839	4786	41.9012	41.9012	577.353
k141_10531	1453	3.8043	3.8043	9.48782
k141_2110	14348	62.9952	62.9952	2865.33
k141_718	1976	29.684	29.684	103.96
k141_5514	1317	8.7952	8.7952	28.3053
k141_9640	1506	1.78614	1.78614	2.48408
k141_504	24189	187.197	187.197	46101.4
k141_3002	1033	2.39524	2.39524	3.74044
k141_9642	1499	8.50408	8.50408	37.406
k141_13734	3115	167.031	167.031	11411.3
k141_14163	26941	99.5108	99.5108	14435.5
k141_268	4282	54.9492	54.9492	1311.75
k141_13967	12876	128.143	128.143	7074.87
k141_12576	43206	57.9313	57.9313	5261.37
k141_5517	2299	133.897	133.897	2472.7
k141_9840	1258	9.85469	9.85469	120.176
k141_7364	142305	77.6276	77.6276	9233.97
k141_11222	26393	48.4509	48.4509	5981.13
k141_12346	5483	47.4054	47.4056	1523.66
k141_269	1071	7.07926	7.07926	71.7773
k141_9647	1294	3.38199	3.38199	8.17675
k141_14165	1459	5.04966	5.04966	28.4996
k141_12347	1347	36.9883	36.9883	266.152
k141_129	1069	3.55713	3.55713	15.55
k141_9841	2151	42.4493	42.4493	301.881
k141_270	1952	4.54051	4.54051	30.6459
k141_9648	2063	43.6529	43.6529	301.797
k141_13271	15566	43.4329	43.4329	3413.09
k141_13968	3844	64.592	64.5923	3648.15
k141_3233	10670	108.681	108.681	9309.13
k141_13969	1156	89.83	89.83	1781.4
k141_5743	34194	50.4519	50.4519	11357.1
k141_5745	1078	1.98815	1.98815	1.52844
k141_13738	4813	11.6185	11.6185	319.713
k141_13273	2952	69.7152	69.7152	3429.17
k141_12120	7152	375.678	375.678	365622
k141_130	5573	5001.2	5001.2	6.12163e+07
k141_271	6233	129.55	129.55	8955.74
k141_13742	1025	3.184	3.184	4.90088
k141_1414	140056	80.7625	80.7625	13688.3
k141_9649	7223	43.5952	43.5952	700.005
k141_12123	2588	42.1555	42.1555	408.365
k141_3914	34477	49.0361	49.0361	1347.54
k141_11223	10391	92.103	92.1031	8628.58
k141_8252	89879	65.9806	65.9806	19887.6
k141_12124	1121	28.6365	28.6365	271.756
k141_3235	3953	30.2758	30.2758	304.819
k141_8481	16515	97.5755	97.5755	7751.06
k141_132	4000	220.954	220.954	86081.5
k141_3915	1519	4.06647	4.06647	11.4613
k141_1654	34522	81.0707	81.0707	3464.83
k141_5961	9369	56.0735	56.0735	1682.93
k141_8254	1281	4.32449	4.32449	4.37519
k141_10737	34828	89.7393	89.7393	4538.08
k141_3006	14307	34.6722	34.6722	719.34
k141_273	4753	7.51097	7.51097	25.8088
k141_1182	42578	76.259	76.259	30897.4
k141_8482	2325	5.32138	5.32138	32.6515
k141_5963	1189	1.56304	1.56304	4.65852
k141_719	19472	209.552	209.552	70924.4
k141_9656	1729	118.324	118.324	12842.4
k141_2112	5356	33.4869	33.4869	381.243
k141_5520	15000	47.2432	47.2432	1065.71
k141_274	1954	2.71785	2.71785	4.36681
k141_10741	1386	3.68204	3.68204	7.9984
k141_511	1269	41.5943	41.5943	145.807
k141_1658	1991	35.3406	35.3406	258.097
k141_11227	3606	56.4274	56.4274	1544.4
k141_6888	43057	56.4667	56.4667	3360.17
k141_12349	13561	53.7167	53.7167	2444.09
k141_2760	24361	62.5849	62.5849	4389.84
k141_2761	1032	1.54422	1.54422	1.15866
k141_13743	9856	251.277	251.277	66918.4
k141_2113	4379	50.2956	50.2956	472.249
k141_1183	5746	69.6458	69.6458	3563.58
k141_8483	5699	63.5707	63.5707	691.958
k141_2763	1372	159.413	159.413	4717.94
k141_7819	35511	36.0407	36.0407	945.488
k141_11229	4495	183.29	183.29	12616.9
k141_14170	9490	52.0721	52.0721	3353.2
k141_139	1023	1.73081	1.73081	3.8988
k141_11679	47459	55.7726	55.7726	5215.67
k141_1659	5713	186.731	186.731	42346.4
k141_8255	9854	42.3907	42.3907	2795.43
k141_1187	1149	14.7157	14.7157	45.4902
k141_11424	250001	81.9925	81.9925	13648.4
k141_2568	35362	61.3971	61.3971	2980.73
k141_8486	3003	778.479	778.479	911001
k141_8036	48315	61.2948	61.2948	10550.9
k141_13744	5188	145.548	145.548	28474.6
k141_275	8383	32.7514	32.7514	172.175
k141_12350	3494	212.776	212.776	28568.6
k141_8487	1412	9.23772	9.23772	52.8127
k141_2765	4456	141.144	141.144	8863.92
k141_5286	62089	69.4457	69.4457	8002.37
k141_7820	6369	58.1429	58.1429	6817.46
k141_6179	70452	34.9859	34.9859	1274.79
k141_8037	3688	3.9935	3.9935	13.0944
k141_1662	1625	134.571	134.572	762.624
k141_10742	12112	125.63	125.63	21726.3
k141_11230	6754	48.4921	48.4921	1587.09
k141_141	1061	52.6279	52.6279	518.667
k141_11681	4378	8.82498	8.82498	65.8811
k141_5746	23120	108.022	108.022	33575.7
k141_10743	1176	4.4961	4.4961	8.91362
k141_5287	2201	6332.07	6332.07	3.91081e+07
k141_11682	1208	2.97921	2.97921	2.73181
k141_8041	1208	123.433	123.433	6056.52
k141_10744	1475	4.04453	4.04453	7.19212
k141_11684	1104	1.37736	1.37736	1.53847
k141_2116	3659	142.872	142.872	15236.6
k141_10746	1455	4.90192	4.90192	29.9935
k141_1667	1059	9.92849	9.92849	29.0973
k141_512	16934	132.553	132.553	12667.8
k141_2117	1222	2.99347	2.99347	3.71145
k141_4365	121685	40.9066	40.9066	1796.73
k141_4832	36759	80.1631	80.1631	14230.1
k141_8488	8077	150.23	150.23	36522.4
k141_276	9282	64.6798	64.6798	3397.01
k141_14176	4810	61.791	61.791	2902.1
k141_5290	4478	237.514	237.514	30296.9
k141_8489	1013	4.91541	4.91541	7.16799
k141_4834	1149	6.79379	6.79379	11.8231
k141_1190	6145	33.0512	33.0512	144.201
k141_4366	1802	2.69915	2.69915	5.64477
k141_8256	6116	82.175	82.175	1871.49
k141_3239	20770	63.8202	63.8202	3049.23
k141_10750	3140	40.7318	40.7318	149.222
k141_6180	8344	66.9065	66.9065	6233.45
k141_1668	1701	5.17473	5.17473	7.76107
k141_277	2529	124.282	124.282	26615.6
k141_4606	115906	49.3476	49.3476	2514.16
k141_10538	30687	38.8619	38.8619	2075.97
k141_11687	5197	35.128	35.128	250.507
k141_3241	1255	118.283	118.283	28117.6
k141_10752	1046	13.6931	13.6931	46.2466
k141_143	8773	53.8238	53.8238	3780.98
k141_8493	1000	2.78706	2.78706	16.5565
k141_11425	15795	42.5165	42.5165	4564.34
k141_5748	9321	49.1847	49.1847	576.92
k141_3243	1005	3.20936	3.20936	2.11889
k141_5291	4133	441.358	441.358	215685
k141_10540	1805	3.13112	3.13112	4.32917
k141_2118	6064	167.936	167.936	15393
k141_3009	2601	91.6267	91.6267	6586.53
k141_9389	71925	69.0206	69.0206	11446
k141_8494	2205	4.5309	4.5309	10.29
k141_5293	1105	2.89634	2.89634	6.81207
k141_11693	1019	1.93901	1.93901	3.13338
k141_9390	1136	3.81136	3.81136	7.66186
k141_2569	16919	74.6104	74.6104	11510.6
k141_3917	29359	99.9337	99.9337	12568.6
k141_1858	33143	72.7114	72.7114	13787.4
k141_2119	2418	45.5048	45.5048	543.574
k141_13746	17312	33.7356	33.7356	678.36
k141_4609	4113	79.757	79.757	4410.16
k141_8257	7359	35.1309	35.1311	718.288
k141_145	4702	68.4198	68.4198	7767.26
k141_4610	1075	13.0151	13.0151	45.7857
k141_3919	1151	22.4006	22.4006	62.3423
k141_2314	53103	103.744	103.744	6737.94
k141_4370	1791	3.35466	3.35466	5.53147
k141_8258	1180	12.7748	12.7748	178.937
k141_7822	13258	38.496	38.496	359.906
k141_5045	150627	53.5694	53.5694	2823.87
k141_2316	1391	1.805	1.805	2.02807
k141_8259	1763	1.76875	1.76875	2.73495
k141_7823	1402	2.83626	2.83626	7.41442
k141_3450	66197	288.817	288.817	227817
k141_3010	6696	43.0775	43.0775	708.099
k141_7824	1208	9.14556	9.14556	67.9296
k141_4374	1331	142.482	142.482	4231.54
k141_280	5449	32.5575	32.5575	177.459
k141_3452	1147	8.70311	8.70311	8.00616
k141_1416	38724	51.9768	51.9768	1792.66
k141_147	1998	135.452	135.452	3274.94
k141_2768	20800	73.8556	73.8556	1718.71
k141_5295	7142	50.7012	50.7012	1218.11
k141_1417	1411	3.5908	3.5908	4.57687
k141_4375	1665	35.3135	35.3142	361.649
k141_13274	41609	77.2377	77.2377	7729.89
k141_5296	1215	3.38779	3.38779	7.20569
k141_2769	1543	55.6231	55.6231	6007.41
k141_149	1625	3.13966	3.13966	13.123
k141_3012	2806	44.9379	44.9383	530.658
k141_8260	5153	32.689	32.689	411.9
k141_1418	1991	25.6306	25.6306	711.052
k141_2770	1178	5.20817	5.20817	14.8252
k141_10753	14868	56.7315	56.7315	7288.58
k141_4381	1508	247.18	247.18	9762.63
k141_3454	6375	165.995	165.995	22507.5
k141_5047	1037	3.29425	3.29425	7.10858
k141_1860	13798	315.235	315.235	610830
k141_2317	9928	38.7642	38.7642	746.483
k141_6890	38921	216.448	216.448	113459
k141_9659	34763	157.316	157.316	21791.7
k141_721	38247	77.6791	77.6791	20740.8
k141_1419	7002	79.4032	79.4032	2826.86
k141_8497	15980	56.7759	56.7759	2846.41
k141_9393	3487	177.628	177.628	6885.15
k141_3922	2091	58.289	58.289	1206.61
k141_8498	1094	5.23093	5.23093	24.8989
k141_10281	263325	50.2543	50.2543	8012.44
k141_1422	1043	49.701	49.701	393.147
k141_10542	17655	61.3702	61.3702	10303.5
k141_10755	7670	5.33989	5.33989	22.082
k141_6893	1054	2.90597	2.90597	5.32558
k141_1423	1489	2.9059	2.9059	8.81925
k141_10543	1132	205.156	205.156	44867.8
k141_1424	1234	544.964	544.964	49766.9
k141_9398	1447	26.2444	26.2444	70.191
k141_2773	10559	34.912	34.912	255.288
k141_3926	1329	3.73028	3.73028	7.10037
k141_12126	47167	254.511	254.511	95887.5
k141_10758	2546	34.3898	34.3898	124.59
k141_1427	1366	22.5058	22.5058	85.1802
k141_9400	1887	13.3356	13.3356	239.237
k141_10282	5109	82.0411	82.0411	5575.59
k141_2776	1315	30.4026	30.4026	102.325
k141_8044	34284	94.9631	94.9631	16330
k141_1862	8936	117.361	117.361	26539.1
k141_3016	12163	234.65	234.65	41442.1
k141_10759	1291	8.56792	8.56792	36.1298
k141_9401	1446	7.76543	7.76543	94.2383
k141_12130	1235	5.78433	5.78433	15.1823
k141_1863	1392	3.93559	3.93559	8.6711
k141_726	7422	32.3467	32.3467	251.86
k141_2778	1138	100.234	100.234	3397.75
k141_1669	24739	65.8863	65.8863	250421
k141_10285	1280	4.52301	4.52301	6.8059
k141_8047	1043	16.8387	16.8399	79.9755
k141_727	1104	3243.73	3243.73	8.26346e+06
k141_4837	31556	37.7647	37.7647	1653.27
k141_1196	2111	2.37226	2.37226	2.51547
k141_1864	1845	30.6519	30.6519	84.4939
k141_7825	20265	106.807	106.807	8818.19
k141_5521	52754	53.8701	53.8701	8295.45
k141_2570	25244	125.802	125.802	17959.9
k141_728	1353	2.20033	2.20033	3.71944
k141_282	21181	56.3911	56.3911	2395.64
k141_10763	2148	184.796	184.796	18652.8
k141_7826	1345	31.0996	31.0996	5355.65
k141_2779	2812	13.3557	13.3557	374.104
k141_3455	15747	236.996	236.996	64372.7
k141_10544	9114	141.787	141.787	8480.54
k141_5298	20680	35.8753	35.8753	1314.58
k141_939	136300	70.5858	70.5858	9344.37
k141_283	1456	3.0536	3.0536	3.46535
k141_7827	1565	2.59081	2.59081	2.66767
k141_1430	6380	226.086	226.086	40715.8
k141_940	1027	4.86545	4.86545	12.5412
k141_10546	1111	330.881	330.881	6859.19
k141_10765	3248	98.5271	98.5271	10070.8
k141_729	4676	392.543	392.543	161545
k141_285	2552	2.2348	2.2348	3.70246
k141_10767	1609	12.4016	12.4016	106.173
k141_10286	7944	134.951	134.951	13333.8
k141_2121	32139	41.206	41.206	948.738
k141_12351	27802	69.5795	69.5795	23262.1
k141_944	1295	3.46026	3.46026	6.3273
k141_290	1799	9.96847	9.96847	97.8396
k141_6894	16738	62.6938	62.6938	13116
k141_8049	1281	1.84881	1.84881	2.5072
k141_2123	1213	23.3989	23.3989	154.453
k141_1433	6408	31.6198	31.6198	153.999
k141_731	4746	198.215	198.215	13272.9
k141_1673	9388	34.9225	34.9225	1450.17
k141_515	12613	87.5009	87.5009	8300.53
k141_6419	165138	62.6803	62.6803	3148.92
k141_948	1108	5.65031	5.65031	44.7334
k141_732	2053	22.9422	22.9422	163.88
k141_5966	66917	46.5795	46.5795	2442.18
k141_2127	1375	1.30857	1.30857	0.960262
k141_7147	107863	79.9796	79.9796	8844.85
k141_1435	2792	2.50568	2.50568	3.3504
k141_1867	13178	168.044	168.044	342731
k141_6422	1334	4.76014	4.76014	11.6178
k141_11232	48464	54.4998	54.4998	1785.78
k141_950	2296	7.05778	7.05778	56.0059
k141_518	1448	2.05162	2.05162	5.48145
k141_6895	4726	84.0566	84.0566	3305.73
k141_8051	4696	52.8513	52.8513	1146.61
k141_6423	1383	569.253	569.253	161262
k141_292	5577	54.8119	54.8119	1716.61
k141_951	1582	1324.69	1324.69	7.35277e+06
k141_2128	3132	2.89101	2.89101	4.97403
k141_293	1950	27.1289	27.1289	61.0299
k141_3018	18984	572.408	572.408	1.27066e+06
k141_5967	5084	45.9406	45.9406	931.428
k141_8052	1006	10.3995	10.3995	74.4226
